Produced from MIDL 1D BATSRUS MHD at x=32.00 Re (nT, km/s, cm^-3, K)

#COORDINATES
GSM

year  mo  dy  hr  mn  sc msc Bx By Bz Ux Uy Uz rho T
#START
2024  5 14 10 40  0   0     -2.88      0.22      0.87   -538.44     -1.81     -7.24    0.8552   421358.9
2024  5 14 10 41  0   0     -2.79      0.33      0.79   -538.89     -1.32     -5.68    0.9638   382326.6
2024  5 14 10 42  0   0     -2.71      0.38      0.66   -536.80     -3.39     -5.13    0.9560   371645.0
2024  5 14 10 43  0   0     -2.69      0.16      0.44   -536.79     -3.17     -4.32    0.9746   377991.2
2024  5 14 10 44  0   0     -3.00     -0.02      1.22   -546.46     -7.43    -22.74    1.1516   403642.2
2024  5 14 10 45  0   0     -3.71      0.02      1.54   -542.60     -9.96    -32.01    1.2234   374366.5
2024  5 14 10 46  0   0     -4.06      0.14      1.48   -538.46     -7.88    -30.63    1.2710   360084.2
2024  5 14 10 47  0   0     -4.11      0.15      1.55   -534.55     -4.99    -29.01    1.2398   354645.1
2024  5 14 10 48  0   0     -3.86     -0.21      1.52   -538.34     -3.97    -31.33    1.2218   348159.2
2024  5 14 10 49  0   0     -2.95     -0.61      1.33   -548.97      0.32    -24.92    1.1435   340412.3
2024  5 14 10 50  0   0     -2.34     -0.72      1.21   -559.57      1.74    -10.47    1.0008   344947.6
2024  5 14 10 51  0   0     -2.32     -0.81      0.91   -559.77      2.16     -9.94    0.9613   342606.5
2024  5 14 10 52  0   0     -2.49     -0.96      0.84   -554.40     -5.78     -2.79    0.8992   355537.5
2024  5 14 10 53  0   0     -2.83     -0.77      1.21   -555.41     -7.93     11.46    0.7525   386140.8
2024  5 14 10 54  0   0     -3.22     -0.60      1.27   -557.69     -0.13     15.82    0.6765   429144.3
2024  5 14 10 55  0   0     -3.47     -0.44      1.10   -562.74      1.27     14.73    0.6192   473884.5
2024  5 14 10 56  0   0     -3.53     -0.42      1.16   -560.16      2.04     15.54    0.6113   501127.4
2024  5 14 10 57  0   0     -3.48     -0.45      1.24   -556.59      2.51     18.12    0.6429   516706.5
2024  5 14 10 58  0   0     -3.40     -0.47      1.29   -551.75      1.54     20.15    0.6809   531740.8
2024  5 14 10 59  0   0     -3.32     -0.47      1.33   -547.18     -1.38     21.63    0.7200   539049.7
2024  5 14 11  0  0   0     -3.16     -0.44      1.41   -545.92     -6.31     23.20    0.7918   568034.8
2024  5 14 11  1  0   0     -3.42     -0.46      1.51   -544.16     -8.45     24.78    0.8683   581351.7
2024  5 14 11  2  0   0     -3.73     -0.46      1.70   -542.34     -5.92     27.22    0.9003   565177.6
2024  5 14 11  3  0   0     -3.65     -0.57      1.81   -541.86     -3.26     27.18    0.8877   518875.8
2024  5 14 11  4  0   0     -3.13     -0.81      1.82   -542.35      0.04     25.26    0.8524   488823.9
2024  5 14 11  5  0   0     -2.63     -1.15      1.97   -542.92      9.54     26.41    0.8642   494115.2
2024  5 14 11  6  0   0     -2.56     -1.13      2.28   -540.71     18.10     24.95    0.9256   505486.4
2024  5 14 11  7  0   0     -2.66     -1.08      2.48   -540.02     18.23     24.69    0.9984   516730.8
2024  5 14 11  8  0   0     -2.69     -0.76      2.51   -536.65      8.69     22.96    1.0809   548418.1
2024  5 14 11  9  0   0     -2.72     -0.60      2.40   -529.40      3.94     22.56    1.0747   564743.9
2024  5 14 11 10  0   0     -2.78     -0.66      2.30   -520.36      6.86     23.59    0.9892   561150.6
2024  5 14 11 11  0   0     -3.01     -0.71      2.33   -513.57      8.61     28.31    0.8623   557856.2
2024  5 14 11 12  0   0     -3.12     -0.78      2.47   -515.42     10.52     29.05    0.7825   569086.8
2024  5 14 11 13  0   0     -3.12     -1.13      2.33   -516.45     25.94     35.35    0.7172   548766.6
2024  5 14 11 14  0   0     -2.96     -0.89      1.54   -534.73     29.71     65.14    0.9289   642661.8
2024  5 14 11 15  0   0     -2.90     -0.77      1.48   -536.65     23.44     60.05    0.9241   582260.8
2024  5 14 11 16  0   0     -2.90     -0.57      0.85   -541.66     14.18     66.43    0.9792   577191.6
2024  5 14 11 17  0   0     -2.88     -0.45      0.64   -543.53     13.77     70.86    1.0399   590779.6
2024  5 14 11 18  0   0     -2.88     -0.39      0.59   -544.68     10.37     74.05    1.1093   592970.4
2024  5 14 11 19  0   0     -2.79     -0.32      0.62   -547.20      9.40     76.88    1.1895   604294.5
2024  5 14 11 20  0   0     -1.87     -0.42      0.49   -547.89      6.34     80.31    1.2634   615711.5
2024  5 14 11 21  0   0     -1.41     -0.86     -1.04   -544.37     -6.05     56.63    1.1230   575034.2
2024  5 14 11 22  0   0     -1.37     -0.67     -2.46   -543.10     -4.10     22.03    0.8730   478430.1
2024  5 14 11 23  0   0     -1.36     -0.46     -2.43   -536.39      0.88     15.95    0.8177   454580.3
2024  5 14 11 24  0   0     -1.36     -0.27     -2.33   -531.83      4.54      8.67    0.8394   448755.8
2024  5 14 11 25  0   0     -1.36     -0.14     -2.35   -529.84      8.17     -0.30    0.8780   445472.9
2024  5 14 11 26  0   0     -1.36     -0.15     -2.42   -538.28     10.16     -2.93    0.8558   450156.6
2024  5 14 11 27  0   0     -1.34     -0.20     -2.32   -543.47     11.87     -5.06    0.7996   466541.4
2024  5 14 11 28  0   0     -1.24     -0.37     -1.81   -543.40     15.35    -21.01    0.8455   531670.4
2024  5 14 11 29  0   0     -1.22     -0.48     -1.65   -541.01     19.59    -22.66    0.8057   531396.2
2024  5 14 11 30  0   0     -1.24     -0.77     -2.08   -537.19     26.56    -10.33    0.7665   517652.4
2024  5 14 11 31  0   0     -2.02     -0.85     -1.91   -547.79     26.42    -13.64    0.9362   601836.9
2024  5 14 11 32  0   0     -3.08     -0.79     -2.40   -542.98     26.88      6.95    0.9075   598445.0
2024  5 14 11 33  0   0     -3.19     -0.73     -2.59   -533.63     27.87     22.41    0.8737   585481.6
2024  5 14 11 34  0   0     -3.42     -0.72     -2.53   -527.94     29.37     30.10    0.9176   596595.9
2024  5 14 11 35  0   0     -3.52     -0.72     -2.30   -523.16     31.61     35.28    1.0165   609688.4
2024  5 14 11 36  0   0     -2.96     -0.71     -1.99   -519.16     33.86     40.98    1.0934   638382.3
2024  5 14 11 37  0   0     -2.47     -0.91     -1.51   -516.29     33.90     49.17    1.1503   679257.6
2024  5 14 11 38  0   0     -2.47     -1.58     -0.84   -523.04     21.95     58.81    1.0945   660903.0
2024  5 14 11 39  0   0     -2.53     -1.27     -0.77   -537.71     25.05     61.85    0.9828   609557.4
2024  5 14 11 40  0   0     -2.57     -1.01     -0.44   -534.47     25.84     71.75    0.9199   581473.0
2024  5 14 11 41  0   0     -2.58     -1.02     -0.29   -529.26     20.02     77.99    0.8797   575224.7
2024  5 14 11 42  0   0     -2.60     -1.25     -0.99   -533.23     12.66     65.58    0.8048   552476.7
2024  5 14 11 43  0   0     -2.63     -1.44     -1.02   -535.60     19.28     53.57    0.8132   561412.1
2024  5 14 11 44  0   0     -2.61     -1.56     -0.46   -545.04     18.54     37.47    0.9219   613022.0
2024  5 14 11 45  0   0     -2.43     -1.46     -0.86   -542.40     15.09     42.63    0.9421   624780.2
2024  5 14 11 46  0   0     -2.32     -1.30     -1.31   -536.91     13.51     51.30    0.9269   623250.3
2024  5 14 11 47  0   0     -2.38     -1.20     -1.44   -531.09     14.78     58.34    0.9139   620968.1
2024  5 14 11 48  0   0     -2.51     -1.37     -1.47   -530.49     18.46     59.86    0.9538   644350.2
2024  5 14 11 49  0   0     -2.55     -1.55     -1.31   -529.62     21.60     59.28    0.9535   649633.6
2024  5 14 11 50  0   0     -2.57     -1.91     -0.53   -530.21     30.53     40.22    0.9204   638344.6
2024  5 14 11 51  0   0     -2.59     -1.92     -0.30   -527.46     34.94     24.59    0.8972   644532.4
2024  5 14 11 52  0   0     -2.63     -1.76     -0.03   -522.72     40.88     21.70    0.8815   661197.9
2024  5 14 11 53  0   0     -2.63     -1.13      0.61   -522.97     29.03     22.96    0.9243   670055.3
2024  5 14 11 54  0   0     -2.65     -0.80      0.56   -523.41     21.03     25.84    0.9632   666598.8
2024  5 14 11 55  0   0     -2.87     -0.76      0.18   -524.63     17.62     27.11    0.9838   679589.3
2024  5 14 11 56  0   0     -2.89     -0.78      0.01   -528.61     16.29     26.51    1.0059   701597.6
2024  5 14 11 57  0   0     -2.90     -0.95     -0.32   -532.35     20.85     25.98    0.9903   705197.0
2024  5 14 11 58  0   0     -2.84     -1.10     -0.51   -531.12     28.40     30.80    0.9505   689346.8
2024  5 14 11 59  0   0     -2.83     -1.22     -0.50   -530.07     26.72     33.70    0.9442   669480.1
2024  5 14 12  0  0   0     -3.01     -1.44     -0.16   -531.39     19.38     41.75    0.9602   651358.0
2024  5 14 12  1  0   0     -3.14     -1.27      0.40   -536.93     22.35     56.05    1.0703   682332.5
2024  5 14 12  2  0   0     -2.98     -0.59      0.26   -541.70     25.37     73.88    1.0876   701004.8
2024  5 14 12  3  0   0     -2.94     -0.31     -0.35   -540.01     20.50     82.91    1.0222   700948.2
2024  5 14 12  4  0   0     -2.95     -0.51     -0.59   -531.78     17.94     86.43    0.9706   683323.8
2024  5 14 12  5  0   0     -2.95     -0.73     -0.62   -529.31     20.19     83.83    0.9979   680609.9
2024  5 14 12  6  0   0     -2.89     -0.91     -0.77   -527.04     24.35     76.22    1.0096   678038.5
2024  5 14 12  7  0   0     -2.81     -0.63     -0.01   -532.14     18.07     53.47    1.0393   702689.2
2024  5 14 12  8  0   0     -2.76     -0.26      0.24   -539.53      6.26     34.91    0.9855   706896.7
2024  5 14 12  9  0   0     -2.60     -0.04     -0.09   -537.89      6.37     35.64    0.9563   704060.3
2024  5 14 12 10  0   0     -2.35      0.03     -0.58   -532.99      6.40     45.77    0.9129   696618.8
2024  5 14 12 11  0   0     -2.37      0.05     -0.61   -527.15      3.03     46.70    0.8834   678225.4
2024  5 14 12 12  0   0     -2.48     -0.09     -0.72   -522.18     -0.28     42.77    0.8626   650168.8
2024  5 14 12 13  0   0     -2.84     -0.08     -1.01   -518.28      0.06     30.92    0.8261   621318.8
2024  5 14 12 14  0   0     -3.00     -0.03     -1.08   -515.81      0.88     26.20    0.8222   611439.7
2024  5 14 12 15  0   0     -3.03     -0.07     -1.16   -515.65     -0.79     27.06    0.8440   600520.6
2024  5 14 12 16  0   0     -3.03     -0.09     -1.03   -516.92      0.42     33.23    0.8833   591126.9
2024  5 14 12 17  0   0     -3.00     -0.00     -0.41   -518.33      4.60     45.58    0.8997   591605.6
2024  5 14 12 18  0   0     -2.88      0.25      0.44   -521.22     15.04     55.66    0.8618   570454.2
2024  5 14 12 19  0   0     -2.70      0.31      0.69   -524.62     20.61     62.41    0.8470   532907.7
2024  5 14 12 20  0   0     -2.58      0.23      0.22   -527.40     17.57     58.66    0.8280   509494.7
2024  5 14 12 21  0   0     -2.54      0.31     -0.43   -526.18     15.54     50.33    0.8320   511530.5
2024  5 14 12 22  0   0     -2.60      0.35     -0.46   -525.52     10.98     47.49    0.8343   528008.2
2024  5 14 12 23  0   0     -2.76      0.39     -0.48   -523.42     10.13     47.56    0.7948   519945.7
2024  5 14 12 24  0   0     -2.87      0.37     -0.39   -525.59     10.75     39.33    0.7916   506734.2
2024  5 14 12 25  0   0     -3.01      0.35     -0.09   -530.07      9.42     31.30    0.7637   486687.8
2024  5 14 12 26  0   0     -3.21      0.37      0.06   -528.90      8.38     30.17    0.7339   484984.7
2024  5 14 12 27  0   0     -3.25      0.48      0.13   -524.69      8.06     28.05    0.7281   503110.8
2024  5 14 12 28  0   0     -3.25      0.63      0.20   -524.33      6.75     25.43    0.7525   522110.3
2024  5 14 12 29  0   0     -3.32      0.83      0.67   -538.04      5.09     17.53    0.9300   571855.1
2024  5 14 12 30  0   0     -3.36      0.25      1.44   -539.64     19.72      8.80    0.9650   563822.4
2024  5 14 12 31  0   0     -3.36     -0.06      1.79   -534.97     22.88      5.62    0.9297   556531.9
2024  5 14 12 32  0   0     -3.30     -0.27      1.81   -529.86     24.22      1.98    0.9112   563329.5
2024  5 14 12 33  0   0     -3.23     -0.18      1.83   -524.24     22.23     -4.95    0.8993   571546.6
2024  5 14 12 34  0   0     -3.19     -0.09      1.94   -522.84     17.95     -7.24    0.8660   559369.1
2024  5 14 12 35  0   0     -3.03      0.14      1.73   -521.39     22.02    -11.43    0.8599   550949.3
2024  5 14 12 36  0   0     -2.56      0.34      1.38   -524.53     27.81     -9.96    0.8704   547515.2
2024  5 14 12 37  0   0     -2.54      0.46      1.36   -531.75     25.83     -1.19    0.8044   525419.3
2024  5 14 12 38  0   0     -2.71      0.33      1.22   -530.82     23.61      2.60    0.8271   545103.9
2024  5 14 12 39  0   0     -2.89      0.46      0.81   -529.32     22.96      3.28    0.8724   566275.4
2024  5 14 12 40  0   0     -3.10      0.85      0.70   -531.31     33.13      6.13    0.8598   565908.8
2024  5 14 12 41  0   0     -3.15      0.98      0.94   -532.32     38.03     11.82    0.8343   559937.2
2024  5 14 12 42  0   0     -3.20      0.83      0.86   -532.79     29.89     12.04    0.8159   554396.1
2024  5 14 12 43  0   0     -3.21      0.68      0.80   -531.53     19.51     12.61    0.7854   508459.3
2024  5 14 12 44  0   0     -3.21      0.52      0.88   -529.74     17.94      8.63    0.7855   499272.9
2024  5 14 12 45  0   0     -3.23      0.20      1.21   -532.16     28.87     -2.67    0.8214   530149.3
2024  5 14 12 46  0   0     -3.20      0.11      1.28   -534.73     33.47     -8.10    0.8383   545090.6
2024  5 14 12 47  0   0     -3.06     -0.08      1.39   -534.93     39.16     -7.58    0.8229   547203.8
2024  5 14 12 48  0   0     -3.09     -0.39      1.42   -534.79     42.47     -2.95    0.8007   548480.8
2024  5 14 12 49  0   0     -3.24     -0.52      1.31   -537.70     36.32     -1.93    0.7543   523552.4
2024  5 14 12 50  0   0     -3.08     -0.41      1.26   -535.20     33.55     -2.24    0.7177   504932.0
2024  5 14 12 51  0   0     -2.89     -0.18      1.13   -532.01     30.82     -0.55    0.7156   494134.0
2024  5 14 12 52  0   0     -2.86      0.16      1.00   -531.23     23.44      2.95    0.7372   495406.8
2024  5 14 12 53  0   0     -2.95      0.46      0.79   -532.99     15.84     10.53    0.7871   518818.7
2024  5 14 12 54  0   0     -3.00      0.53      0.82   -534.01     15.03      9.50    0.8044   509553.7
2024  5 14 12 55  0   0     -3.00      0.69      0.90   -537.10     17.06      3.84    0.8342   504377.8
2024  5 14 12 56  0   0     -3.00      0.38      1.13   -536.27     26.00      0.91    0.8282   497576.8
2024  5 14 12 57  0   0     -3.03      0.05      1.37   -535.60     28.27     -1.35    0.8184   492083.7
2024  5 14 12 58  0   0     -3.10      0.04      1.58   -534.00     25.84     -3.56    0.8168   490483.1
2024  5 14 12 59  0   0     -3.15      0.08      1.74   -533.46     25.11      0.96    0.7871   481591.2
2024  5 14 13  0  0   0     -3.05     -0.08      1.89   -531.09     22.94      6.87    0.7639   478962.0
2024  5 14 13  1  0   0     -2.86     -0.41      2.06   -530.02     23.97      8.37    0.7732   492571.1
2024  5 14 13  2  0   0     -2.86     -0.83      2.05   -531.87     35.48     10.76    0.7709   507501.1
2024  5 14 13  3  0   0     -2.99     -0.87      1.88   -531.54     35.89     11.27    0.7896   521270.5
2024  5 14 13  4  0   0     -3.01     -0.71      1.83   -527.33     35.31      6.98    0.8288   539228.5
2024  5 14 13  5  0   0     -2.91     -0.33      1.85   -522.38     37.23      3.74    0.8440   539661.0
2024  5 14 13  6  0   0     -2.89      0.00      1.73   -519.45     39.34      3.28    0.8555   538872.5
2024  5 14 13  7  0   0     -2.98      0.11      1.74   -518.30     39.80      4.58    0.8387   535308.8
2024  5 14 13  8  0   0     -3.07     -0.04      1.82   -519.72     35.95      6.35    0.8289   529790.2
2024  5 14 13  9  0   0     -2.82     -0.30      1.65   -521.96     27.28      2.08    0.8489   520879.1
2024  5 14 13 10  0   0     -2.86     -0.28      1.62   -522.70     26.94      5.53    0.8641   519154.5
2024  5 14 13 11  0   0     -2.94     -0.22      1.61   -522.14     29.94      8.09    0.8557   506123.1
2024  5 14 13 12  0   0     -2.94     -0.09      1.65   -522.03     31.18      8.33    0.8473   497289.9
2024  5 14 13 13  0   0     -2.98      0.02      1.77   -520.16     24.99      7.29    0.8613   503119.4
2024  5 14 13 14  0   0     -3.01     -0.24      1.92   -523.93     11.78     11.73    0.8213   497843.8
2024  5 14 13 15  0   0     -3.02     -0.48      1.90   -527.14      8.61     14.45    0.7870   487950.0
2024  5 14 13 16  0   0     -2.88     -0.59      1.91   -528.63     15.23     16.91    0.7640   473293.5
2024  5 14 13 17  0   0     -2.90     -0.51      1.96   -527.72     19.91     17.83    0.7581   466606.7
2024  5 14 13 18  0   0     -3.01     -0.38      2.01   -524.36     21.41     17.62    0.7959   478717.7
2024  5 14 13 19  0   0     -2.96     -0.28      1.97   -521.77     19.24     17.06    0.8274   487114.9
2024  5 14 13 20  0   0     -3.10     -0.30      1.95   -519.14     17.78     17.59    0.8510   494318.7
2024  5 14 13 21  0   0     -3.35     -0.38      2.02   -516.13     17.73     18.38    0.8716   498160.5
2024  5 14 13 22  0   0     -3.39     -0.29      2.09   -514.94     14.77     18.91    0.8968   502724.8
2024  5 14 13 23  0   0     -3.34     -0.00      2.08   -515.15      7.58     19.60    0.9189   506862.9
2024  5 14 13 24  0   0     -3.21      0.10      2.08   -514.80      4.23     20.37    0.9566   513903.1
2024  5 14 13 25  0   0     -3.28      0.08      2.20   -515.70      8.03     20.48    0.9775   514879.6
2024  5 14 13 26  0   0     -3.39      0.26      2.20   -516.23     13.41     21.49    0.9585   504942.0
2024  5 14 13 27  0   0     -3.43      0.34      2.14   -515.22     13.92     22.25    0.9477   496607.8
2024  5 14 13 28  0   0     -3.41      0.18      2.13   -514.61     14.36     21.33    0.9574   495231.4
2024  5 14 13 29  0   0     -3.35     -0.36      2.11   -514.68     16.74     21.45    0.9503   487986.2
2024  5 14 13 30  0   0     -3.35     -0.53      2.10   -514.22     15.30     20.63    0.9132   483029.8
2024  5 14 13 31  0   0     -3.36     -0.51      2.05   -512.98     15.51     20.03    0.8934   495803.2
2024  5 14 13 32  0   0     -3.36     -0.42      1.96   -510.83     16.75     19.83    0.8944   506620.9
2024  5 14 13 33  0   0     -3.39     -0.32      1.91   -509.52     19.83     20.54    0.8968   506295.4
2024  5 14 13 34  0   0     -3.37     -0.21      1.97   -511.42     20.00     21.20    0.8982   500501.9
2024  5 14 13 35  0   0     -3.40     -0.17      1.97   -513.68     18.19     22.20    0.9103   496580.6
2024  5 14 13 36  0   0     -3.48     -0.20      1.89   -513.77     22.39     22.98    0.9281   502332.6
2024  5 14 13 37  0   0     -3.53     -0.23      1.82   -515.99     28.17     20.28    0.9363   504257.9
2024  5 14 13 38  0   0     -3.54     -0.34      1.73   -519.14     35.09     19.33    0.9357   498641.0
2024  5 14 13 39  0   0     -3.51     -0.43      1.71   -520.44     39.72     22.63    0.9262   489914.9
2024  5 14 13 40  0   0     -3.46     -0.44      1.75   -520.93     33.76     21.74    0.9359   488524.7
2024  5 14 13 41  0   0     -3.43     -0.24      1.79   -519.14     18.80     16.40    0.9457   496096.5
2024  5 14 13 42  0   0     -3.43      0.07      1.90   -516.09     15.23     14.67    0.9257   501708.6
2024  5 14 13 43  0   0     -3.50      0.44      1.95   -514.52     14.62     16.25    0.9160   495807.2
2024  5 14 13 44  0   0     -3.55      0.61      1.92   -513.43     11.27     17.96    0.9147   488430.2
2024  5 14 13 45  0   0     -3.47      0.57      1.88   -513.37     11.10     17.66    0.9241   488623.4
2024  5 14 13 46  0   0     -3.38      0.45      1.94   -513.69     14.09     17.28    0.9351   491988.2
2024  5 14 13 47  0   0     -3.38      0.40      2.01   -514.19     14.99     17.51    0.9357   490519.2
2024  5 14 13 48  0   0     -3.41      0.19      1.98   -512.21     13.64     15.12    0.9514   493619.8
2024  5 14 13 49  0   0     -3.40      0.00      1.87   -509.58     11.12     12.66    0.9798   493875.5
2024  5 14 13 50  0   0     -3.34     -0.07      1.78   -509.51     10.62     10.75    0.9805   490826.1
2024  5 14 13 51  0   0     -3.29      0.05      1.81   -511.19     13.60     10.65    0.9541   477762.3
2024  5 14 13 52  0   0     -3.21      0.28      1.80   -510.86     17.96     12.26    0.9606   473411.0
2024  5 14 13 53  0   0     -3.22      0.32      1.71   -509.33     19.67     11.41    0.9897   485853.0
2024  5 14 13 54  0   0     -3.28      0.19      1.65   -511.46     18.64     10.46    0.9753   498886.9
2024  5 14 13 55  0   0     -3.31      0.05      1.63   -516.14     16.46      8.95    0.9768   499729.9
2024  5 14 13 56  0   0     -3.37     -0.25      1.71   -517.44     22.15      8.39    0.9992   489863.9
2024  5 14 13 57  0   0     -3.36     -0.24      1.82   -517.02     22.16      5.74    0.9878   486628.4
2024  5 14 13 58  0   0     -3.29     -0.22      1.87   -517.20     22.46      3.85    0.9702   486647.6
2024  5 14 13 59  0   0     -3.28     -0.21      1.84   -516.95     22.48      1.10    0.9557   484859.0
2024  5 14 14  0  0   0     -3.27     -0.08      1.69   -517.03     25.46      2.04    0.9728   500207.7
2024  5 14 14  1  0   0     -3.27      0.02      1.62   -516.37     28.74      2.35    0.9857   500316.3
2024  5 14 14  2  0   0     -3.23      0.07      1.70   -517.94     29.34      1.75    0.9967   491424.2
2024  5 14 14  3  0   0     -3.18      0.04      1.78   -520.89     28.46      3.21    1.0016   496664.1
2024  5 14 14  4  0   0     -3.22     -0.09      1.75   -520.53     29.26      3.82    1.0453   488389.4
2024  5 14 14  5  0   0     -3.22     -0.22      1.78   -518.66     29.92      1.96    1.0731   467823.6
2024  5 14 14  6  0   0     -3.23     -0.20      1.85   -517.61     26.34     -0.82    1.0511   465516.9
2024  5 14 14  7  0   0     -3.26     -0.08      1.96   -518.54     22.64      1.59    1.0411   467649.5
2024  5 14 14  8  0   0     -3.29     -0.30      1.97   -519.86     22.51      5.79    1.0254   466112.8
2024  5 14 14  9  0   0     -3.23     -0.57      1.83   -517.32     23.46      4.19    1.0155   463438.8
2024  5 14 14 10  0   0     -3.16     -0.50      1.77   -513.29     26.53      2.97    1.0192   463188.0
2024  5 14 14 11  0   0     -3.17     -0.34      1.75   -511.08     28.38      3.25    1.0220   466739.0
2024  5 14 14 12  0   0     -3.22     -0.23      1.75   -511.35     26.29      5.65    0.9999   482220.8
2024  5 14 14 13  0   0     -3.22     -0.08      1.73   -511.76     21.62     10.19    1.0171   499690.5
2024  5 14 14 14  0   0     -3.20     -0.05      1.63   -509.58     19.09     12.88    1.0238   490583.8
2024  5 14 14 15  0   0     -3.19     -0.00      1.60   -509.56     16.21     12.58    1.0419   486330.6
2024  5 14 14 16  0   0     -3.19      0.21      1.54   -511.35     12.01     14.48    1.1309   507414.3
2024  5 14 14 17  0   0     -3.19      0.28      1.29   -514.24     10.73     20.10    1.2285   529888.9
2024  5 14 14 18  0   0     -3.17      0.23      1.33   -511.96     11.28     19.59    1.2249   521171.3
2024  5 14 14 19  0   0     -3.16      0.24      1.44   -511.05     10.67     16.23    1.2178   512429.5
2024  5 14 14 20  0   0     -3.17      0.27      1.50   -511.51      9.31     12.78    1.2279   509190.5
2024  5 14 14 21  0   0     -3.27      0.37      1.56   -512.77      7.58     11.30    1.2232   501199.1
2024  5 14 14 22  0   0     -3.29      0.34      1.52   -513.64      8.25     14.14    1.2580   508335.2
2024  5 14 14 23  0   0     -3.25      0.29      1.58   -511.89      7.45     17.41    1.2662   512577.6
2024  5 14 14 24  0   0     -3.24      0.32      1.67   -510.71      6.28     17.07    1.2471   515474.4
2024  5 14 14 25  0   0     -3.28      0.33      1.64   -510.79      8.91     15.91    1.1882   505008.5
2024  5 14 14 26  0   0     -3.32      0.33      1.70   -512.37     10.34     13.70    1.1929   514025.9
2024  5 14 14 27  0   0     -3.33      0.34      1.70   -512.25     11.76     11.36    1.2136   526593.6
2024  5 14 14 28  0   0     -3.35      0.32      1.45   -512.02     10.84     18.19    1.1993   530172.6
2024  5 14 14 29  0   0     -3.29      0.34      1.15   -512.25      8.91     24.69    1.1835   533048.4
2024  5 14 14 30  0   0     -3.23      0.36      1.01   -511.60      6.82     24.04    1.1354   526587.2
2024  5 14 14 31  0   0     -3.19      0.43      0.79   -516.93      3.18     25.59    1.1140   506778.8
2024  5 14 14 32  0   0     -3.21      0.49      0.57   -518.07      0.79     31.74    1.1574   495668.8
2024  5 14 14 33  0   0     -3.26      0.55      0.45   -517.39      0.13     34.82    1.1809   498756.7
2024  5 14 14 34  0   0     -3.32      0.54      0.33   -517.48      0.46     41.00    1.1864   523768.8
2024  5 14 14 35  0   0     -3.35      0.60      0.41   -515.93      1.69     42.02    1.2047   535660.6
2024  5 14 14 36  0   0     -3.35      0.44      0.46   -517.64      1.11     40.75    1.1619   518687.1
2024  5 14 14 37  0   0     -3.36      0.44      0.42   -518.34     -2.88     44.05    1.1042   514105.3
2024  5 14 14 38  0   0     -3.36      0.56      0.31   -516.25     -2.72     47.53    1.0923   509994.2
2024  5 14 14 39  0   0     -3.34      1.07      0.10   -525.60     -9.50     53.35    1.2495   556075.9
2024  5 14 14 40  0   0     -3.28      1.17     -0.16   -528.27     -5.35     57.71    1.3166   572351.8
2024  5 14 14 41  0   0     -3.26      1.33     -0.70   -533.61     -4.48     50.24    1.1562   529777.0
2024  5 14 14 42  0   0     -3.17      1.31     -0.78   -537.78    -11.11     51.50    1.0108   482277.6
2024  5 14 14 43  0   0     -2.84      1.27     -0.89   -534.07    -12.34     52.54    1.0022   480004.4
2024  5 14 14 44  0   0     -2.72      1.16     -1.00   -532.41    -11.34     49.33    0.9707   483843.4
2024  5 14 14 45  0   0     -2.67      1.12     -1.08   -530.89    -11.13     46.98    0.9393   469958.1
2024  5 14 14 46  0   0     -2.46      1.14     -1.17   -529.90    -11.46     42.22    0.9890   428381.5
2024  5 14 14 47  0   0     -2.26      1.18     -0.96   -529.90    -11.49     37.59    1.0980   388048.9
2024  5 14 14 48  0   0     -2.16      1.28     -0.97   -530.43     -6.56     34.81    1.1193   367813.0
2024  5 14 14 49  0   0     -2.07      1.19     -1.23   -529.55     -5.08     34.13    1.1076   369247.5
2024  5 14 14 50  0   0     -2.01      1.08     -1.69   -530.47     -2.33     27.05    1.1004   371681.2
2024  5 14 14 51  0   0     -2.31      1.48     -1.68   -532.04     -2.20     26.95    1.0838   368112.3
2024  5 14 14 52  0   0     -2.48      1.75     -1.57   -532.58     -5.09     28.14    1.1095   386074.3
2024  5 14 14 53  0   0     -2.50      2.09     -1.63   -535.43     -5.97     24.83    1.1536   404944.0
2024  5 14 14 54  0   0     -2.49      2.25     -1.80   -541.60     -8.81     21.62    1.2498   406450.7
2024  5 14 14 55  0   0     -2.30      1.86     -1.80   -552.63    -12.48     24.16    1.2733   390142.7
2024  5 14 14 56  0   0     -2.08      1.81     -2.08   -554.13    -11.08     28.14    1.2990   378723.1
2024  5 14 14 57  0   0     -2.04      1.83     -2.19   -555.40     -5.61     26.20    1.2564   376840.2
2024  5 14 14 58  0   0     -1.97      1.89     -2.04   -554.06      1.09     27.34    1.2145   397813.2
2024  5 14 14 59  0   0     -1.78      1.77     -2.33   -551.66      0.86     21.75    1.0899   437507.5
2024  5 14 15  0  0   0     -1.40      1.54     -2.49   -546.99     -3.55     18.38    0.9865   481047.9
2024  5 14 15  1  0   0     -0.96      1.67     -2.31   -544.44     -2.02     22.53    0.9568   503914.1
2024  5 14 15  2  0   0     -0.82      1.86     -2.24   -544.35     -1.85     24.10    0.9571   509375.3
2024  5 14 15  3  0   0     -0.76      1.97     -2.15   -540.60     -3.46     23.05    0.9315   508107.0
2024  5 14 15  4  0   0     -0.65      1.98     -2.03   -535.77     -4.83     23.01    0.9201   495608.8
2024  5 14 15  5  0   0     -0.57      1.95     -1.86   -532.78     -4.51     25.00    0.9154   470092.5
